OBJECTID,SPECIES_CO,SPECIES_BO,WATERGAS,GSLENGTH,GSWIDTH,ADDRESS,STREET,SUFFIX,SIDE,SITE,ONSTR,FROMSTR,TOSTR,X,Y,LATITUDE,LONGITUDE,GlobalID,SiteUsage,Quadrant,MgmtDesignation,x2,y2
7920,"Maple, Freeman",Acer x freemanii,No,0,0,701,LEHIGH AVE, ,Side,0,N FRANKLIN ST, , ,2376594.883,262972.4325,40.04597188,-76.29229927,c79c57f5-32ec-4550-ae2d-d0d9f54a8849,Tree,NEQ,Street,-76.29229927,40.04597188
9835,"Maple, Sugar",Acer saccharum,No,0,0,901,BUCHANAN AVE, ,Front,0,BUCHANAN AVE, , ,2367827.144,262193.8229,40.04422779,-76.32365674,1fcdd01e-daed-40ff-88f6-2550f7e85e0b,Tree,NWQ,Park,-76.32365674,40.04422779
4182,"Cherry, Yoshino Flowering",Prunus yedoensis,Yes,0,0,636,W WALNUT ST, ,Front,0,W WALNUT ST, , ,2369130.12,261200.989,40.04144484,-76.31906095,840f0aeb-892a-46a8-b1c8-217b4b2aee9c,Tree,NWQ,Street,-76.31906095,40.04144484
3592,"Zelkova, Japanese",Zelkova serrata,No,0,0,530,W WALNUT ST, ,Side,0,N PINE ST, , ,2369813.253,261256.466,40.0415667,-76.3166182,48f52a4f-f308-4f8a-8e6e-617682f16436,Tree,NWQ,Street,-76.3166182,40.0415667
4917,Katsura Tree,Cercidiphyllum japonicum,No,0,0,428,N PINE ST, ,Side,0,SPRUCE ST, , ,2369614.889,262183.8293,40.04412092,-76.31727285,d29aae89-ec26-4323-bf39-afb8175ebd2b,Tree,NWQ,Street,-76.31727285,40.04412092
5756,"Maple, Red",Acer rubrum,Yes,0,0,337,N MULBERRY ST, ,Front,0,N MULBERRY ST, , ,2371256.983,261931.9922,40.04335641,-76.3114232,2fd0087c-ca6a-4c84-935b-a382bcc0a616,Tree,NWQ,Street,-76.3114232,40.04335641
5999,"Maple, Red",Acer rubrum,Yes,0,0,433,W WALNUT ST, ,Front,0,W WALNUT ST, , ,2370329.699,261416.73,40.04198356,-76.31476462,443b63da-da18-49a5-af66-98706a06c9e9,Tree,NWQ,Street,-76.31476462,40.04198356
2510,Plum,Prunus species,No,0,0,411,W ORANGE ST, ,Front,0,W ORANGE ST, , ,2370743.867,260269.6681,40.03881667,-76.31335222,1d9d57c7-4ade-498d-be09-73274a6dce1e,Tree,NWQ,Street,-76.31335222,40.03881667
2753,"Elm, American",Ulmus americana,No,0,0,150,N QUEEN ST, ,Front,0,N QUEEN ST, , ,2372699.237,261072.9565,40.04093397,-76.3063228,1db4bd3e-0e0a-4e30-9a37-23ee5342e80b,Tree,NWQ,Street,-76.3063228,40.04093397
1671,Honeylocust,Gleditsia triacanthos,No,0,0,12,S DUKE ST, ,Front,0,S DUKE ST, , ,2373488.222,259919.4326,40.03773239,-76.30357276,cf87156f-59f8-4bef-ac1a-b796290c95a8,Tree,SEQ,Street,-76.30357276,40.03773239
6097,"Maple, Red",Acer rubrum,No,0,0,401,E ORANGE ST, ,Front,0,E ORANGE ST, , ,2375238.197,260959.1808,40.04050739,-76.29726271,e5b760a1-d9c4-4b9b-a17a-01f890550571,Tree,NEQ,Street,-76.29726271,40.04050739
1179,"Elm, American",Ulmus americana,No,0,0,19,S ANN ST, ,Front,0,S ANN ST, , ,2375908.95,260281.8505,40.03861798,-76.29490729,26d3a283-770b-49e7-bd09-e5dc1d54da86,Tree,SEQ,Street,-76.29490729,40.03861798
6589,"Maple, Sycamore",Acer pseudoplatanus,No,0,0,827,W WALNUT ST, ,Front,0,W WALNUT ST, , ,2368521.449,261267.1099,40.04165338,-76.32123075,02b08bb4-fcd8-46ab-9898-72494ee39788,Tree,NWQ,Street,-76.32123075,40.04165338
838,Goldenrain Tree,Koelreuteria paniculata,No,0,0,413,S LIME ST, ,Front,0,S LIME ST, , ,2374506.007,259377.1604,40.03619818,-76.29997016,ad69fa97-def4-40fd-b826-4e150e6ae4ad,Tree,SEQ,Street,-76.29997016,40.03619818
1428,Ginkgo,Ginkgo biloba,No,0,0,38,S DUKE ST, ,Side,0,E VINE ST, , ,2373331.928,259486.2992,40.03655058,-76.30415619,3457b079-1276-4f54-9807-f15d5d4aec11,Tree,SEQ,Street,-76.30415619,40.03655058
346,"Maple, Freeman",Acer x freemanii,Yes,0,0,13,CHESTER ST, ,Front,0,CHESTER ST, , ,2375565.338,259750.4404,40.03717493,-76.29616555,9566f537-6809-47bc-9ed4-4886a2bc74f4,Tree,SEQ,Street,-76.29616555,40.03717493
6838,"Cherry, Yoshino Flowering",Prunus yedoensis,No,0,0,917,COLUMBIA AVE, ,Median,0,N WEST END AVE, , ,2367927.41,260115.436,40.03851867,-76.32341857,afa929c9-3096-4f43-b909-14986134c8ab,Tree,NWQ,Street,-76.32341857,40.03851867
3343,"Linden, Littleleaf",Tilia cordata,Yes,0,0,129,N PINE ST, ,Front,0,N PINE ST, , ,2369931.508,260412.8379,40.03924588,-76.31624482,028f4358-d942-4baa-9d99-4abf70c0784c,Tree,NWQ,Street,-76.31624482,40.03924588
2261,"Maple, Silver",Acer saccharinum,No,0,0,528,W ORANGE ST, ,Front,0,W ORANGE ST, , ,2369999.131,260101.8563,40.0383893,-76.31602137,82031159-90b4-4ee3-b219-52603f973d47,Tree,NWQ,Street,-76.31602137,40.03838929
936,"Elm, Siberian",Ulmus pumila,No,0,0,421,LOCUST ST, ,Front,0,LOCUST ST, , ,2373935.036,258476.1224,40.03375077,-76.30206175,12d6503d-b9e1-49e5-acbf-a816b6997dd9,Tree,SEQ,Street,-76.30206175,40.03375077
589,"Oak, Northern Red",Quercus rubra,No,0,0,601,S DUKE ST, ,Front,0,S DUKE ST, , ,2375618.351,257499.1832,40.0309934,-76.29610861,17de3d3c-af93-41db-a7b9-8fdd5dcbcd74,Tree,SEQ,Park,-76.29610861,40.0309934
7081,"Dogwood, Flowering",Cornus florida,No,0,0,125,RUBY ST, ,Side,0,BAY ST, , ,2368925.8,259241.7144,40.03607619,-76.31990391,5e99776d-5b7a-4b6c-8885-922f1a650288,Tree,SWQ,Street,-76.31990391,40.03607619
7179,"Maple, Red",Acer rubrum,Yes,0,0,17,RUBY ST, ,Front,0,RUBY ST, , ,2368852.761,259726.6362,40.03741043,-76.32013668,ba721019-0794-4bc3-abce-169eacd12a85,Tree,SWQ,Street,-76.32013668,40.03741043
7428,"Redbud, Eastern",Cercis canadensis,No,0,0,465,MANOR ST, ,Front,0,MANOR ST, , ,2370561.954,259235.8398,40.03598719,-76.31406186,d8fa59fe-058b-4954-a63e-8d9eb4897726,Tree,SWQ,Street,-76.31406186,40.03598719
97,Plum,Prunus species,No,0,0,455,S DUKE ST, ,Rear,0,ROCKLAND ST, , ,2374546.315,258765.9854,40.03451884,-76.29986207,0d2878ea-e14a-4995-a382-e3300077ce02,Tree,SEQ,Street,-76.29986207,40.03451884
9592,"Elm, Chinese",Ulmus parvifolia,No,0,0,10,FURNACE ST, ,Side,0,BEAVER ST, , ,2373224.394,255471.8388,40.02553672,-76.30477479,64ac9208-7844-4527-a5dc-1f229ebf8981,Tree,SWQ,Park,-76.30477479,40.02553672
4425,"Honeylocust, Thornless",Gleditsia triacanthos inermis,No,0,0,819,HIGH ST, ,Front,0,HIGH ST, , ,2369423.94,257197.4836,40.03044312,-76.3182435,3d69d601-9c73-4203-8156-63f64bf6c076,Tree,SWQ,Street,-76.3182435,40.03044312
10674,"Maple, Norway",Acer platanoides,No,0,0,525,FAIRVIEW AVE, ,Side,0,NEW DORWART ST, , ,2371688.609,256458.6158,40.02831404,-76.31020049,c954cad9-1ead-40cd-9023-56d025da00f3,Tree,SWQ,Park,-76.31020049,40.02831404
1920,"Maple, Japanese",Acer palmatum,No,0,0,602,S ANN ST, ,Side,0,CHESAPEAKE ST, , ,2376442.256,257174.2469,40.03006427,-76.29318597,2e207433-f5cb-4b41-a189-ab7134e07b95,Tree,SEQ,Street,-76.29318597,40.03006426
9343,"Maple, Red",Acer rubrum,No,0,0,75,HOLLY CIR, ,Front,0,HOLLY CIR, , ,2380330.681,256327.7831,40.02756403,-76.2793528,30db6593-952a-4d39-9115-6563dbe43909,Tree,SEA,Street,-76.2793528,40.02756403
10084,"Holly, American",Ilex opaca,No,0,0,238,S WATER ST, ,Front,0,S WATER ST, , ,2372226.492,258368.1665,40.03353119,-76.30816871,da0d8264-36c7-470c-a6dd-d5afc4b40715,Tree,SWQ,Street,-76.30816871,40.03353119
2902,"Pine, Western White",Pinus monticola,No,0,0,635,EMERALD DR, ,Front,0,EMERALD DR, , ,2370615.404,254290.9714,40.02241235,-76.31415811,80817a2b-4d43-4a73-924e-7505ae623f42,Tree,SWQ,Street,-76.31415811,40.02241235
3984,Ginkgo,Ginkgo biloba,No,0,0,630,HILTON DR, ,Side,0,S PEARL ST, , ,2370997.986,254578.2733,40.02318384,-76.31277556,082bbcc4-5a35-449a-91b3-a54e0f82143d,Tree,SWQ,Street,-76.31277556,40.02318384
11017,"Walnut, Black",Juglans nigra,No,0,0,525,FAIRVIEW AVE, ,Front,0,FAIRVIEW AVE, , ,2371443.834,256060.7991,40.02723308,-76.31109758,011e70da-8417-48c2-9ac1-3eb1574a3346,Tree,SWQ,Park,-76.31109758,40.02723308
8361,"Hornbeam, European",Carpinus betulus,No,0,0,702,S PRINCE ST, ,Side,0,SEYMOUR ST, , ,2372911.89,255743.6589,40.02629683,-76.30587464,638193d7-22fd-45f5-8a3c-0d91f399ddb1,Tree,SWQ,Street,-76.30587464,40.02629683
10476,"Hackberry, Northern",Celtis occidentalis,No,0,0,525,FAIRVIEW AVE, ,Rear,0,NEW DORWART ST, , ,2371797.141,256139.4538,40.02743316,-76.30983157,f613449e-f632-4a51-9376-822ddc0eda5c,Tree,SWQ,Park,-76.30983157,40.02743316
197,"Maple, Red",Acer rubrum,No,0,0,601,S QUEEN ST, ,Side,0,CHESAPEAKE ST, , ,2373685.024,256196.6597,40.02750547,-76.30308783,5e554879-5fbc-4b1c-8920-a857c0a049cb,Tree,SEQ,Street,-76.30308783,40.02750546
12099,"Spruce, Norway",Picea abies,No,0,0,150,PITNEY RD, ,Front,0,PITNEY RD, , ,2383963.344,264523.5883,40.04989251,-76.26589119,ca40cacd-36d9-46cb-9411-bb1a4506b09e,Tree,NEA,Park,-76.26589119,40.04989251
11066,"Honeylocust, Thornless",Gleditsia triacanthos inermis,No,0,0,1401,HARRISBURG PIKE, ,Side,0,BLUEBIRD DR, , ,2364683.804,268084.7756,40.06053587,-76.33454517,4480e924-312b-42c8-8ebb-22d84461938a,Tree,NWA,Park,-76.33454517,40.06053587
11607,"Tree, Unknown",Unknown Tree,No,0,0,1401,HARRISBURG PIKE, ,Side,0,WARBLER RD, , ,2365270.503,268360.6241,40.06126717,-76.3324336,ccb7886f-006d-4d38-96bd-46e19e6422ed,Tree,NWA,Park,-76.3324336,40.06126717
11558,"Dogwood, Flowering",Cornus florida,No,0,0,1401,HARRISBURG PIKE, ,Side,0,CHICKADEE RD, , ,2365612.891,268969.9205,40.06292445,-76.33117557,85300fba-e0e7-4887-b0e4-6cd5ed0c625a,Tree,NWA,Park,-76.33117557,40.06292445
9984,"Oak, Northern Red",Quercus rubra,No,0,0,449,N MULBERRY ST, ,Side,0,W JAMES ST, , ,2371203.289,262648.0435,40.0453242,-76.3115733,3dd4b16b-d186-409f-8382-3464cd0690a1,Tree,NWQ,Park,-76.3115733,40.0453242
4574,"Maple, Red",Acer rubrum,Yes,0,0,424,N DUKE ST, ,Front,0,N DUKE ST, , ,2373019.229,262646.1684,40.04523767,-76.30508816,2ae65382-f348-46a4-a6fe-700cd9a7afe8,Tree,NEQ,Street,-76.30508816,40.04523767
4033,Hawthorn,Crataegus species,No,0,0,11,E FREDERICK ST, ,Front,0,E FREDERICK ST, , ,2372445.815,263591.8074,40.04785895,-76.3070808,61cdcdca-fd94-4f9b-b3f0-6280cfa83f3f,Tree,NEQ,Street,-76.3070808,40.04785895
4525,Plum,Prunus species,No,0,0,134,E NEW ST, ,Front,0,E NEW ST, , ,2373185.26,264062.2791,40.04911708,-76.30441242,297815bd-df1c-4b26-a91d-b4a2ac0caca7,Tree,NEQ,Street,-76.30441242,40.04911708
2951,"Maple, Freeman",Acer x freemanii,No,0,0,680,E ROSS ST, ,Side,0,HAMILTON ST, , ,2376544.171,264971.6856,40.05146162,-76.29236252,837effa2-f355-4cfe-a5e7-5e6ab32340a7,Tree,NEQ,Park,-76.29236252,40.05146162
12148,"Spruce, Norway",Picea abies,No,0,0,150,PITNEY RD, ,Side,0,ARTHUR E MORRIS PKWY, , ,2383688.822,264531.5077,40.0499269,-76.26687117,b452d702-d805-44b9-b375-38325d128839,Tree,NEA,Park,-76.26687117,40.0499269
3443,Serviceberry,Amelanchier species,No,0,0,236,N QUEEN ST, ,Rear,0,N MARKET ST, , ,2372374.757,261488.0545,40.04208786,-76.30745732,93faf8eb-b6da-496d-9305-021aa2b1acea,Tree,NWQ,Street,-76.30745732,40.04208786
7820,"Maple, Freeman",Acer x freemanii,Yes,0,0,215,N MARSHALL ST, ,Front,0,N MARSHALL ST, , ,2376204.56,261824.6799,40.04283928,-76.29376083,76b58d86-6136-4c33-b55a-8d10d2bd508d,Tree,NEQ,Street,-76.29376083,40.04283927
6148,Vacant site large,Vacant site large,No,120,10,241,N PLUM ST, ,Side,0,E WALNUT ST, , ,2375130.041,262042.9487,40.04348694,-76.29758529,6bddc9a1-439c-4c6c-8e72-30122912f25a,Vacant,NEQ,Street,-76.29758529,40.04348694
10525,"Maple, Sugar",Acer saccharum,No,0,0,901,BUCHANAN AVE, ,Side,0,OLD MAIN DR, , ,2368453.953,262748.5707,40.04572262,-76.3213862,d4f59218-625d-48eb-83a8-0be034de8e23,Tree,NWQ,Park,-76.3213862,40.04572262
8312,"Sweetgum, Common",Liquidambar styraciflua,No,0,0,550,STATE ST, ,Front,0,STATE ST, , ,2367487.6,263237.1267,40.04710645,-76.3248092,09a44eb6-289c-40e4-b32d-2c4de65627fa,Tree,NWQ,Street,-76.3248092,40.04710645
5066,"Cherry, Yoshino Flowering",Prunus yedoensis,No,0,0,316,W JAMES ST, ,Front,0,W JAMES ST, , ,2370964.226,262633.7232,40.04529558,-76.31242789,ed7acdc9-c302-475e-8f4c-d12f3a4ec147,Tree,NWQ,Street,-76.31242789,40.04529558
1328,"Maple, Red",Acer rubrum,No,0,0,625,E KING ST, ,Front,0,E KING ST, , ,2376467.106,260628.0425,40.03954293,-76.29289376,69c91356-424c-4461-b725-ea2b0d542a07,Tree,NEQ,Street,-76.29289376,40.03954292
1279,Plum,Prunus species,No,0,0,625,E KING ST, ,Front,0,E KING ST, , ,2376780.067,260696.4114,40.0397164,-76.29177215,a00fa73a-1c74-461c-a59f-bb4556c2a7ab,Tree,NEQ,Street,-76.29177215,40.0397164
6738,"Maple, Red",Acer rubrum,No,0,0,920,BUCHANAN AVE, ,Front,0,BUCHANAN AVE, , ,2368083.634,261984.3649,40.0436415,-76.32275284,45a23d24-1c68-4445-9810-acb9116f0a64,Tree,NWQ,Street,-76.32275284,40.0436415
6689,"Honeylocust, Thornless",Gleditsia triacanthos inermis,No,0,0,944,VIRGINIA AVE, ,Front,0,VIRGINIA AVE, , ,2367771.271,261729.2567,40.04295514,-76.32388307,8e3f2df2-0cd1-4e6d-8a3f-a2ac8549f591,Tree,NWQ,Street,-76.32388307,40.04295514
5656,Katsura Tree,Cercidiphyllum japonicum,No,0,0,343,N CHARLOTTE ST, ,Front,0,N CHARLOTTE ST, , ,2370665.035,261890.4667,40.04326888,-76.31353957,96227e54-26e7-40ab-a65a-f20359f049d1,Tree,NWQ,Street,-76.31353957,40.04326888
5607,Vacant site unsuitable,Vacant site unsuitable,No,12,6,351,N CHARLOTTE ST, ,Front,0,N CHARLOTTE ST, , ,2370646.84,261990.2064,40.04354346,-76.31359876,e6276066-e8f7-4ede-ba7a-167d5ce088a7,Vacant,NWQ,Street,-76.31359876,40.04354346
6197,"Linden, Littleleaf",Tilia cordata,Yes,0,0,38,W KING ST, ,Front,0,W KING ST, , ,2372491.48,259906.483,40.03774161,-76.30713277,918ecdf5-bf7e-4576-b98a-3f117aa5deea,Tree,SWQ,Street,-76.30713277,40.03774161
246,"Maple, Red",Acer rubrum,No,0,0,34,GREEN ST, ,Front,0,GREEN ST, , ,2375682.893,259423.9988,40.03627362,-76.29576498,9606a7f0-ccce-45d7-8db4-07d17f4fadc6,Tree,SEQ,Street,-76.29576498,40.03627362
2361,"Chery, Japanese Flowering",Prunus serrulata,No,0,0,30,N MULBERRY ST, ,Front,0,N MULBERRY ST, , ,2371467.965,260105.3937,40.03833342,-76.31077606,693a4d78-07a7-43f6-a0bc-ca73176121ad,Tree,NWQ,Street,-76.31077606,40.03833341
3492,"Tupelo, Black",Nyssa sylvatica,No,0,0,235,LANCASTER AVE, ,Front,0,LANCASTER AVE, , ,2370461.939,261185.1526,40.04134204,-76.31430582,001c4f2c-6e99-45f8-b5e8-066224c96242,Tree,NWQ,Street,-76.31430582,40.04134204
2410,"Hornbeam, American",Carpinus caroliniana,Yes,0,0,12,N PRINCE ST, ,Front,0,N PRINCE ST, , ,2372253.606,260109.024,40.0383082,-76.30797038,cf30bf75-c51d-4e4e-a75d-d3c92255bf79,Tree,NWQ,Street,-76.30797038,40.0383082
7771,"Linden, Littleleaf",Tilia cordata,No,0,0,109,N LIME ST, ,Front,0,N LIME ST, , ,2374017.179,260877.2449,40.04033755,-76.30162781,2f9bc3ba-9a5e-49b4-a306-01f4fa2fac05,Tree,NEQ,Street,-76.30162781,40.04033755
1820,"Maple, Red",Acer rubrum,No,0,0,407,S BROAD ST, ,Front,0,S BROAD ST, , ,2377956.935,258108.4193,40.03255961,-76.28772261,1172164f-9ad5-4da5-a353-d14d2bd31771,Tree,SEQ,Street,-76.28772261,40.03255961
9443,"Honeylocust, Thornless",Gleditsia triacanthos inermis,No,0,0,106,LANDIS DR, ,Side,0,HOLLY LN, , ,2380686.567,257549.4156,40.03090081,-76.27800946,bc9df144-f9fa-49d4-acb6-32437680458e,Tree,SEA,Street,-76.27800946,40.03090081
8902,"Pine, Eastern White",Pinus strobus,Yes,0,0,143,WHITTIER LN, ,Front,0,WHITTIER LN, , ,2384663.802,258412.9029,40.033088,-76.26375683,917b16a1-4681-443b-9fa1-65df418888fe,Tree,SEA,Street,-76.26375683,40.033088
8853,"Maple, Norway",Acer platanoides,Yes,0,0,124,WHITTIER LN, ,Front,0,WHITTIER LN, , ,2384544.43,258602.4403,40.03361374,-76.26417168,b5e82216-a6a1-4282-9c21-2dd9457b023e,Tree,SEA,Street,-76.26417168,40.03361374
7279,Vacant site unsuitable,Vacant site unsuitable,Yes,15,10,534,FIRST ST, ,Front,0,FIRST ST, , ,2369686.396,259398.3555,40.03647229,-76.31717889,57c5d28e-08d0-484a-b491-de50ce75f21c,Vacant,SWQ,Street,-76.31717889,40.03647229
5115,Goldenrain Tree,Koelreuteria paniculata,No,0,0,410,FREMONT ST, ,Front,0,FREMONT ST, , ,2372078.372,258729.7906,40.0345304,-76.30867652,c774f0a9-d307-4e08-ad57-d9aad7cf2bbf,Tree,SWQ,Street,-76.30867652,40.0345304
1869,"Tree, Unknown",Unknown Tree,No,0,0,731,S FRANKLIN ST, ,Side,0,ALMANAC AVE, , ,2377796.195,256625.2248,40.02849593,-76.28838421,c2d584d6-b5a3-4caf-b554-0924831fdd39,Tree,SEQ,Street,-76.28838421,40.02849593
9394,"Maple, Red",Acer rubrum,No,0,0,337,HOLLY LN, ,Side,0,HOLLY CIR, , ,2380303.575,256288.5412,40.02745756,-76.27945191,1d87627a-0a47-47fd-9570-ecd59c6a39c1,Tree,SEA,Street,-76.27945191,40.02745756
7230,Apple,Malus species,No,0,0,732,FOURTH ST, ,Front,0,FOURTH ST, , ,2368390.581,258170.4234,40.03315953,-76.32187695,6205d3d5-8063-4dd4-9db8-f04dde5ba15b,Tree,SWQ,Street,-76.32187695,40.03315953
9935,Witch Hazel,Hamamelis virginiana,No,0,0,260,W STRAWBERRY ST, ,Side,0,FREMONT ST, , ,2371921.021,258486.0883,40.03386854,-76.30925258,d4cf9a1c-2fc7-4efd-bb64-7b0f42211325,Tree,SWQ,Park,-76.30925258,40.03386854
738,Stump,Stump,No,3,4,364,S ANN ST, ,Side,0,JUNIATA ST, , ,2376212.481,258400.9018,40.03344152,-76.29393416,ec47d403-a924-4fbc-b236-aed8685e9b02,Stump,SEQ,Street,-76.29393416,40.03344152
787,"Maple, Norway",Acer platanoides,No,0,0,141,JUNIATA ST, ,Front,0,JUNIATA ST, , ,2375870.626,258290.5532,40.03315411,-76.2951613,14f32427-462c-430a-9053-09bcae7db713,Tree,SEQ,Street,-76.2951613,40.03315411
2799,"Maple, Red",Acer rubrum,No,0,0,216,EUCLID AVE, ,Front,0,EUCLID AVE, , ,2368650.007,255288.8655,40.02523883,-76.32111712,bfa6ca73-dc61-4c53-a0fa-5694615332f8,Tree,SWQ,Street,-76.32111712,40.02523883
3795,"Maple, Norway",Acer platanoides,No,0,0,1000,FREMONT ST, ,Side,0,UNION ST, , ,2369720.19,255429.9896,40.02557859,-76.31728813,7e062aa9-d45c-4d4b-bd3c-c2b173979659,Tree,SWQ,Street,-76.31728813,40.02557858
4388,"Maple, Norway",Acer platanoides,No,0,0,848,SEYMOUR ST, ,Front,0,SEYMOUR ST, , ,2371412.403,255301.546,40.02515052,-76.31125397,f0818ce8-c0fa-46dd-80f1-ff871e4688b7,Tree,SWQ,Street,-76.31125397,40.02515052
8372,"Hornbeam, European",Carpinus betulus,No,0,0,702,S PRINCE ST, ,Side,0,SEYMOUR ST, , ,2372882.865,255742.1865,40.02629409,-76.30597835,e7e6d880-0ca7-4756-bed4-28431509d0d6,Tree,SWQ,Street,-76.30597835,40.02629409
475,"Maple, Sugar",Acer saccharum,No,0,0,819,HIGHLAND AVE, ,Front,0,HIGHLAND AVE, , ,2373682.655,255219.3724,40.02482316,-76.30315345,9a856b92-51b7-4111-88eb-c74ad16d065b,Tree,SEQ,Street,-76.30315345,40.02482316
4720,"Hawthorn, Green",Crataegus viridis,No,0,0,764,HIGH ST, ,Side,0,FAIRVIEW AVE, , ,2369605.47,257267.2757,40.0306266,-76.3175913,0bec2244-6c0f-4ec0-be20-8506c920a316,Tree,SWQ,Street,-76.3175913,40.0306266
11953,"Maple, Red",Acer rubrum,No,0,0,1401,HARRISBURG PIKE, ,Side,0,KILLDEER RD, , ,2364406.963,269250.2776,40.06374707,-76.33546739,48d290a1-1810-4c23-9ce3-ab28e3bf1993,Tree,NWA,Park,-76.33546739,40.06374707
10957,"Dogwood, Kousa",Cornus kousa,No,0,0,1401,HARRISBURG PIKE, ,Side,0,GOLDFINCH RD, , ,2364466.673,269109.9105,40.06335917,-76.33526212,0fa58259-4acc-40ab-907a-6cb91927d3b6,Tree,NWA,Park,-76.33526212,40.06335917
11289,"Ash, Green",Fraxinus pennsylvanica,No,0,0,1401,HARRISBURG PIKE, ,Side,0,KILLDEER RD, , ,2365286.497,269320.6665,40.06390156,-76.33232141,9c8795d6-3a35-46d4-9eb2-851937150702,Tree,NWA,Park,-76.33232141,40.06390155
11621,"Oak, Northern Red",Quercus rubra,No,0,0,1401,HARRISBURG PIKE, ,Side,0,KILLDEER RD, , ,2364512.52,269492.3813,40.06440694,-76.33507645,2521d4ac-92fe-4f38-96a1-3e2511b8339d,Tree,NWA,Park,-76.33507645,40.06440694
12214,"Dogwood, Flowering",Cornus florida,No,0,0,1401,HARRISBURG PIKE, ,Side,0,CHICKADEE RD, , ,2365874.906,268867.7388,40.06263243,-76.33024546,f2b23232-2fcb-40a9-be43-e1fe120582ad,Tree,NWA,Park,-76.33024546,40.06263243
12285,"Maple, Silver",Acer saccharinum,No,0,0,1401,HARRISBURG PIKE, ,Side,0,CHICKADEE RD, , ,2366111.8,268801.3297,40.0624397,-76.32940304,2d2a46f5-878a-4aeb-a7f9-9b93c1508a0f,Tree,NWA,Park,-76.32940304,40.0624397
7708,"Zelkova, Japanese",Zelkova serrata,No,0,0,320,W LIBERTY ST, ,Front,0,W LIBERTY ST, , ,2370495.698,264888.548,40.05150544,-76.31397019,bc88781a-8798-4f7c-bfcd-05ac95988f7b,Tree,NWQ,Street,-76.31397019,40.05150544
3724,"Hornbeam, European",Carpinus betulus,No,0,0,305,E FREDERICK ST, ,Front,0,E FREDERICK ST, , ,2374213.217,263862.8263,40.04852339,-76.30075278,fa7c5f5a-9392-48cd-8a25-98d1187612ff,Tree,NEQ,Street,-76.30075278,40.04852339
3131,"Pear, Callery",Pyrus calleryana,No,0,0,721,N FRANKLIN ST, ,Front,0,N FRANKLIN ST, , ,2375585.829,264405.6443,40.04995135,-76.29581863,dd5e5dcb-d0d1-4753-9924-c6995a2bb447,Tree,NEQ,Street,-76.29581863,40.04995135
9297,"Walnut, Black",Juglans nigra,No,0,0,1000,NEW HOLLAND AVE, ,Side,0,PLEASURE RD, , ,2380061.719,267040.9663,40.05698118,-76.27967619,d91e7900-4df8-4f28-b80e-22bf89acc49a,Tree,NEA,Street,-76.27967619,40.05698118
11882,"Dogwood, Flowering",Cornus florida,No,0,0,1401,HARRISBURG PIKE, ,Side,0,BLUEBIRD DR, , ,2365125.644,268482.4026,40.06160781,-76.33294407,63dc89a8-cef1-4de5-8ddc-a56c27ffc325,Tree,NWA,Park,-76.33294407,40.06160781
8965,"Zelkova, Japanese",Zelkova serrata,No,0,0,1180,MANHEIM PIKE, ,Rear,0,GARFIELD AVE, , ,2368851.574,267535.7435,40.05884458,-76.31968924,13c34e1f-45a3-4f78-9365-b26da5d25f42,Tree,NWA,Street,-76.31968924,40.05884458
6380,"Planetree, London",Platanus hybrida,No,0,0,351,W JAMES ST, ,Side,0,N CHARLOTTE ST, , ,2370532.5,262845.1149,40.04589508,-76.31395744,d5809302-c32a-4abf-b778-470b1655286d,Tree,NWQ,Street,-76.31395744,40.04589507
4056,"Maple, Red",Acer rubrum,No,0,0,501,N QUEEN ST, ,Side,0,E JAMES ST, , ,2372497.765,262899.4332,40.04595623,-76.30693568,627821e3-3d03-472b-ac27-f3b506d9c20b,Tree,NEQ,Street,-76.30693567,40.04595623
4127,"Basswood, American",Tilia americana,Yes,0,0,505,N LIME ST, ,Front,0,N LIME ST, , ,2373641.148,263129.2262,40.04653559,-76.30283883,7a02cbbf-6211-420a-a5f9-21570faa0d55,Tree,NEQ,Street,-76.30283883,40.04653559
4459,Tree of Heaven,Ailanthus altissima,No,0,0,141,E LEMON ST, ,Rear,0,SPRUCE ST, , ,2373515.944,262713.5027,40.04540017,-76.30331031,30d1bb8a-4451-4bff-b7e9-269439508705,Tree,NEQ,Street,-76.30331031,40.04540017
8040,"Maple, Red",Acer rubrum,No,0,0,1020,LEHIGH AVE, ,Front,0,LEHIGH AVE, , ,2377457.604,262985.6818,40.04596912,-76.28921744,0066806b-4ec1-45ff-a1ab-cf8bd6299477,Tree,NEQ,Street,-76.28921744,40.04596912
7637,Vacant site unsuitable,Vacant site unsuitable,No,6,5,202,W LIBERTY ST, ,Side,0,N WATER ST, , ,2371082.162,264983.7942,40.05174067,-76.31187002,345e80e9-f571-4154-9e3a-1be117ca218a,Vacant,NWQ,Street,-76.31187003,40.05174067
3463,"Maple, Red",Acer rubrum,No,0,0,236,N QUEEN ST, ,Rear,0,N MARKET ST, , ,2372357.922,261570.6468,40.04231531,-76.30751262,3d1e62ae-6d82-48bf-8fc5-d6e9930b8ccf,Tree,NWQ,Street,-76.30751262,40.04231531
